tfidf_cluster,keyword_hit_rate
0,0.005200672220314787
1,0.0
2,0.0
3,0.00010139931048468871
4,0.0
5,8.624035186063559e-05
6,0.0
7,0.023708721422523286
8,0.0
9,0.008105101446204376
10,0.020974542349362225
11,0.005347402944636555
12,0.002982474662162162
13,0.007485674538769832
14,0.0
15,0.0016813270181050214
16,0.024059222702035782
17,0.0009260613150070674
18,0.0007606731957782637
19,0.0
